amoblado,bathroom,baulera,bedroom,dimension,garage,latitud,longitud,neighborhood,price,status,type_offer,year_built,riesgo
0,4.0,0,4.0,216,2,-16.562834,-68.10494200000001,Mallasilla,219000.0,1,Venta,2019.0,alto
1,4.0,0,3.0,325,2,-16.507460000000002,-68.041359,Achumani,140000.0,2,Venta,,alto
0,4.0,0,11.0,310,1,-16.512894,-68.120224,San Jorge,420000.0,2,Venta,1959.0,muy bajo
0,3.0,0,3.0,308,3,-16.549068,-68.073402,Auquisamaña,250000.0,2,Venta,1999.0,bajo
0,5.0,0,5.0,430,3,-16.525328,-68.061653,Achumani,260000.0,1,Venta,2019.0,alto
0,3.0,0,4.0,308,2,-16.563323999999998,-68.105347,Mallasilla,252000.0,1,Venta,2019.0,alto
0,5.0,0,5.0,371,2,-16.541605,-68.057381,Cota Cota,320000.0,2,Venta,,moderado
0,6.0,0,4.0,580,2,-16.569693,-68.098495,Mallasilla,1000000.0,2,Venta,,alto
0,3.0,0,3.0,190,2,-16.514442000000003,-68.054077,Achumani,188000.0,1,Venta,2019.0,alto
0,6.0,0,5.0,380,4,-16.568037,-68.101189,Mallasilla,328000.0,2,Venta,2015.0,alto
0,4.0,0,4.0,560,0,-16.502979,-68.082169,Irpavi,255000.0,2,Venta,,moderado
0,6.0,0,4.0,380,4,-16.528793,-68.085922,Irpavi,395000.0,2,Venta,,moderado
0,5.0,0,3.0,300,3,-16.50296,-68.081078,Irpavi,248000.0,2,Venta,2014.0,moderado
0,5.0,0,4.0,300,3,-16.559654000000002,-68.10165400000001,Aranjuez,359000.0,2,Venta,,moderado
0,3.0,0,4.0,377,1,-16.536493,-68.102615,Seguencoma,270000.0,2,Venta,,bajo
0,3.0,0,4.0,378,1,-16.511305,-68.08064300000001,Alto Irpavi,139000.0,1,Venta,,bajo
0,4.0,0,5.0,350,3,-16.527548,-68.105324,Obrajes,530000.0,2,Venta,,bajo
0,2.0,0,4.0,240,1,-16.522011,-68.09025600000001,Bolognia,215000.0,2,Venta,,bajo
0,4.0,0,3.0,423,3,-16.539234,-68.08671600000001,Calacoto,510000.0,1,Venta,2017.0,bajo
0,6.0,0,4.0,360,3,-16.516603,-68.061501,Achumani,630000.0,2,Venta,2008.0,alto
0,5.0,0,4.0,500,4,-16.540155,-68.085892,Calacoto,850000.0,1,Venta,2001.0,bajo
0,6.0,0,4.0,1461,3,-16.542698,-68.062912,Cota Cota,980000.0,2,Venta,2000.0,moderado
0,5.0,0,5.0,433,1,-16.502962,-68.117294,Miraflores,370000.0,2,Venta,,muy bajo
0,4.0,0,5.0,250,3,-16.514275,-68.051361,Achumani,169000.0,1,Venta,2019.0,alto
0,5.0,0,4.0,500,2,-16.544453,-68.07309000000001,Los Pinos,359000.0,2,Venta,,moderado
0,4.0,0,3.0,625,3,-16.517809,-68.051636,Achumani,290000.0,2,Venta,2015.0,alto
0,4.0,0,20.0,600,0,-16.501877,-68.13359799999999,San Pedro,900000.0,2,Venta,,moderado
0,3.0,0,4.0,360,2,-16.534983,-68.069778,Achumani,400000.0,2,Venta,2005.0,alto
0,4.0,1,3.0,291,3,-16.542147,-68.068962,Cota Cota,235000.0,2,Venta,1997.0,moderado
0,6.0,0,4.0,590,2,-16.512695,-68.06139399999999,Achumani,400000.0,1,Venta,2017.0,alto
0,3.0,0,4.0,287,2,-16.538715,-68.096756,Seguencoma,248000.0,2,Venta,,bajo
0,3.0,0,6.0,333,0,-16.499676,-68.143204,San Pedro,620000.0,2,Venta,2005.0,moderado
0,3.0,0,4.0,300,2,-16.526045,-68.06324000000001,Achumani,370000.0,2,Venta,2010.0,alto
0,6.0,0,10.0,337,1,-16.51156,-68.11882,San Jorge,420000.0,2,Venta,1967.0,muy bajo
0,8.0,0,5.0,510,3,-16.502229999999997,-68.082146,Irpavi,570000.0,2,Venta,2011.0,moderado
0,3.0,0,4.0,311,2,-16.54936,-68.076736,Auquisamaña,250000.0,2,Venta,,bajo
0,4.0,0,4.0,297,2,-16.537321,-68.04675300000001,Chasquipampa,270000.0,2,Venta,,bajo
0,8.0,0,6.0,780,3,-16.531509,-68.063103,Achumani,560000.0,2,Venta,1999.0,alto
0,3.0,0,3.0,400,2,-16.54213,-68.056198,Cota Cota,380000.0,2,Venta,,moderado
0,4.0,0,3.0,464,0,-16.545839,-68.084091,La Florida,450000.0,2,Venta,,moderado
0,5.0,0,4.0,990,1,-16.547079,-68.069542,Auquisamaña,750000.0,1,Venta,2003.0,bajo
0,7.0,0,4.0,567,3,-16.548651,-68.06781,Auquisamaña,716000.0,2,Venta,2011.0,bajo
0,4.0,0,3.0,370,4,-16.515427,-68.06081400000001,Achumani,465000.0,1,Venta,2010.0,alto
0,3.0,0,9.0,380,1,-16.519915,-68.116325,Miraflores,380000.0,2,Venta,1980.0,muy bajo
0,5.0,0,4.0,350,1,-16.5284,-68.109756,Obrajes,285000.0,2,Venta,,bajo
0,2.0,0,3.0,200,3,-16.533479999999997,-68.10333299999999,Seguencoma,210000.0,2,Venta,,bajo
0,3.0,0,3.0,285,3,-16.523584,-68.086288,Irpavi,420000.0,1,Venta,2011.0,moderado
0,6.0,0,4.0,530,3,-16.552507000000002,-68.08371700000001,La Florida,535000.0,2,Venta,2015.0,moderado
0,2.0,0,3.0,350,2,-16.513016,-68.123688,Sopocachi,330000.0,2,Venta,,moderado
0,3.0,0,4.0,262,2,-16.527895,-68.08431999999999,Irpavi,280000.0,2,Venta,1997.0,moderado
0,3.0,0,3.0,160,2,-16.52046,-68.058472,Achumani,188000.0,1,Venta,2019.0,alto
0,5.0,0,10.0,1000,4,-16.538715,-68.096313,Seguencoma,480000.0,1,Venta,1973.0,bajo
0,3.0,0,3.0,300,3,-16.512541,-68.06163000000001,Achumani,240000.0,2,Venta,,alto
0,5.0,0,4.0,386,2,-16.562920000000002,-68.105576,Mallasilla,400000.0,2,Venta,,alto
0,5.0,0,3.0,400,3,-16.515982,-68.08805100000001,Irpavi,300000.0,2,Venta,2014.0,moderado
0,4.0,0,3.0,300,2,-16.519169,-68.077232,Alto Irpavi,250000.0,2,Venta,,bajo
0,6.0,0,4.0,380,5,-16.504696,-68.082527,Irpavi,347000.0,2,Venta,,moderado
0,4.0,0,3.0,220,4,-16.514318,-68.05438199999999,Achumani,243000.0,1,Venta,2019.0,alto
0,6.0,0,4.0,581,2,-16.551057999999998,-68.08557900000001,La Florida,500000.0,2,Venta,2017.0,moderado
0,5.0,0,3.0,406,2,-16.548426,-68.08575400000001,La Florida,483800.0,1,Venta,2019.0,moderado
0,5.0,0,3.0,295,3,-16.538839000000003,-68.047729,Chasquipampa,280000.0,2,Venta,2014.0,bajo
0,5.0,0,4.0,260,2,-16.514154,-68.058319,Achumani,370000.0,2,Venta,,alto
0,5.0,0,4.0,385,2,-16.518499,-68.086853,Irpavi,335000.0,2,Venta,,moderado
0,6.0,0,5.0,494,4,-16.513044,-68.056694,Achumani,620000.0,2,Venta,2007.0,alto
0,1.0,0,2.0,500,0,-16.526003,-68.096222,Bella Vista,35500.0,2,Venta,1991.0,moderado
0,5.0,0,5.0,316,2,-16.543941,-68.07907900000001,San Miguel,420000.0,2,Venta,,bajo
0,5.0,0,4.0,480,4,-16.513536,-68.06004300000001,Achumani,630000.0,2,Venta,2006.0,alto
