amoblado,bathroom,baulera,bedroom,dimension,garage,latitud,longitud,neighborhood,price,status,type_offer,year_built,riesgo
0,3.0,0,3.0,156,1,-16.547314,-68.069786,Auquisamaña,168000.0,2,Venta,,bajo
0,4.0,0,3.0,160,3,-16.521561,-68.057426,Achumani,145000.0,2,Venta,,alto
0,2.0,0,3.0,126,1,-16.523409,-68.066177,Achumani,110000.0,2,Venta,1998.0,alto
0,2.0,0,2.0,110,1,-16.544453,-68.07309000000001,Los Pinos,110000.0,2,Venta,,moderado
0,3.0,0,3.0,118,1,-16.538263,-68.083023,Irpavi,143000.0,2,Venta,,moderado
0,5.0,0,4.0,258,1,-16.510614,-68.124115,Sopocachi,185000.0,2,Venta,2000.0,moderado
0,4.0,0,3.0,132,1,-16.51255,-68.086685,Irpavi,129000.0,2,Venta,,moderado
0,4.0,0,3.0,125,1,-16.528151,-68.08381700000001,Irpavi,140000.0,2,Venta,,moderado
0,2.0,0,2.0,90,0,-16.540607,-68.057144,Cota Cota,90000.0,1,Venta,2018.0,moderado
0,2.0,0,3.0,300,1,-16.510244,-68.124504,San Jorge,420000.0,2,Venta,,muy bajo
0,4.0,1,3.0,150,1,-16.544453,-68.07309000000001,Los Pinos,135000.0,2,Venta,,moderado
0,4.0,1,3.0,150,1,-16.544453,-68.07309000000001,Los Pinos,135000.0,2,Venta,,moderado
0,2.0,0,3.0,300,1,-16.515297,-68.13209499999999,Sopocachi,390000.0,2,Venta,,moderado
0,3.0,0,3.0,190,1,-16.539908999999998,-68.084785,Calacoto,260000.0,2,Venta,,bajo
0,5.0,1,3.0,139,1,-16.525797,-68.064583,Achumani,145000.0,2,Venta,,alto
0,4.0,1,3.0,140,1,-16.529066,-68.085014,Irpavi,132000.0,2,Venta,,moderado
0,5.0,1,3.0,139000,1,-16.524820000000002,-68.069801,Achumani,143000.0,2,Venta,,alto
0,5.0,1,3.0,129,1,-16.524820000000002,-68.069801,Achumani,135000.0,2,Venta,,alto
0,5.0,1,3.0,139,1,-16.524466,-68.069466,Achumani,128000.0,2,Venta,,alto
0,5.0,1,3.0,139,1,-16.524466,-68.069466,Achumani,131000.0,2,Venta,,alto
0,5.0,1,3.0,129,1,-16.524820000000002,-68.069801,Achumani,133000.0,2,Venta,,alto
0,5.0,1,3.0,139,1,-16.524820000000002,-68.069801,Achumani,134000.0,2,Venta,,alto
0,3.0,0,5.0,172,1,-16.540771,-68.072975,Los Pinos,140000.0,2,Venta,,moderado
0,5.0,1,3.0,139,1,-16.524820000000002,-68.069801,Achumani,125000.0,2,Venta,,alto
0,4.0,0,3.0,155,1,-16.524820000000002,-68.069801,Achumani,134000.0,2,Venta,,alto
0,4.0,0,3.0,155,1,-16.524820000000002,-68.069801,Achumani,134000.0,2,Venta,,alto
0,4.0,0,4.0,230,2,-16.513948000000003,-68.054726,Achumani,197000.0,1,Venta,2013.0,alto
0,4.0,0,3.0,147,1,-16.518978,-68.058121,Achumani,142000.0,1,Venta,,alto
0,4.0,1,3.0,185,1,-16.546404000000003,-68.06397199999999,Auquisamaña,185000.0,2,Venta,,bajo
0,4.0,0,3.0,147,1,-16.522043,-68.05879200000001,Achumani,142000.0,2,Venta,,alto
0,2.0,0,3.0,150,1,-16.5411,-68.059364,Cota Cota,130000.0,2,Venta,,moderado
0,1.0,0,1.0,78,0,-16.540932,-68.074554,Los Pinos,89000.0,2,Venta,,moderado
0,1.0,0,1.0,78,0,-16.540932,-68.074554,Los Pinos,89000.0,2,Venta,,moderado
0,4.0,0,3.0,154,1,-16.524199,-68.111603,Obrajes,210000.0,2,Venta,,bajo
0,3.0,0,3.0,124,1,-16.520533,-68.05497700000001,Achumani,105000.0,1,Venta,2018.0,alto
0,3.0,0,3.0,155,1,-16.525208,-68.110382,Obrajes,209000.0,2,Venta,,bajo
0,5.0,0,3.0,241,1,-16.523657,-68.05566400000001,Achumani,284800.0,2,Venta,,alto
0,2.0,0,3.0,101,1,-16.497181,-68.115234,Villa San Antonio,100000.0,2,Venta,1995.0,alto
0,3.0,0,2.0,115,1,-16.525234,-68.11093100000001,Obrajes,159000.0,2,Venta,2014.0,bajo
0,3.0,0,3.0,160,1,-16.520981,-68.063896,Achumani,176000.0,2,Venta,,alto
0,4.0,0,3.0,236,1,-16.540485,-68.084953,Calacoto,270000.0,2,Venta,2010.0,bajo
0,4.0,0,3.0,150,1,-16.518805,-68.05481,Achumani,100000.0,1,Venta,,alto
0,2.0,1,3.0,135,0,-16.518477999999998,-68.10436999999999,Alto Obrajes,148000.0,2,Venta,,moderado
0,3.0,1,3.0,200,1,-16.546827,-68.088173,La Florida,285000.0,2,Venta,,moderado
0,4.0,0,3.0,140,1,-16.512934,-68.087448,Irpavi,130000.0,2,Venta,2014.0,moderado
0,3.0,0,3.0,155,1,-16.525314,-68.10951999999999,Obrajes,185000.0,1,Venta,2017.0,bajo
0,3.0,0,3.0,140,0,-16.54505,-68.09603100000001,Seguencoma,148000.0,2,Venta,1996.0,bajo
0,3.0,0,3.0,150,1,-16.545113,-68.07171600000001,Los Pinos,143000.0,2,Venta,,moderado
0,4.0,0,3.0,230,1,-16.512745000000002,-68.124977,Sopocachi,240000.0,2,Venta,2000.0,moderado
0,4.0,0,3.0,178,1,-16.526281,-68.108223,Obrajes,180000.0,2,Venta,2004.0,bajo
0,3.0,0,3.0,144,1,-16.529861,-68.07058,Achumani,139000.0,2,Venta,2005.0,alto
0,3.0,0,3.0,92,1,-16.516342,-68.084694,Alto Irpavi,84000.0,1,Venta,2018.0,bajo
0,3.0,0,3.0,250,1,-16.54071,-68.067123,Cota Cota,249000.0,2,Venta,1998.0,moderado
0,3.0,1,3.0,120,1,-16.528446,-68.049759,Achumani,116000.0,2,Venta,,alto
0,3.0,0,3.0,196,1,-16.539167000000003,-68.077873,Los Pinos,215000.0,2,Venta,2013.0,moderado
0,3.0,0,3.0,135,2,-16.520243,-68.057594,Achumani,169000.0,2,Venta,,alto
0,3.0,1,3.0,170,1,-16.537903,-68.078445,Calacoto,215000.0,2,Venta,,bajo
0,3.0,1,3.0,170,1,-16.537903,-68.078445,Calacoto,215000.0,2,Venta,,bajo
0,5.0,0,4.0,200,1,-16.54141,-68.08828000000001,Calacoto,220000.0,2,Venta,,bajo
0,3.0,0,2.0,92,1,-16.543819,-68.066299,Cota Cota,110000.0,2,Venta,,moderado
0,4.0,0,3.0,190,1,-16.508272,-68.129768,Sopocachi,175000.0,2,Venta,1993.0,moderado
0,4.0,1,3.0,175,1,-16.540215,-68.087311,Calacoto,240000.0,2,Venta,2010.0,bajo
0,3.0,0,2.0,92,1,-16.543819,-68.066299,Cota Cota,110000.0,2,Venta,,moderado
0,3.0,0,2.0,229,1,-16.547577,-68.052811,El Pedregal,152000.0,2,Venta,,alto
0,4.0,0,2.0,94,1,-16.510117,-68.085953,Irpavi,84132.0,1,Venta,2019.0,moderado
0,5.0,0,3.0,206,2,-16.520054000000002,-68.063133,Achumani,292000.0,1,Venta,,alto
0,3.0,0,3.0,155,1,-16.525291,-68.10955,Obrajes,185000.0,1,Venta,2018.0,bajo
0,3.0,0,1.0,111,1,-16.512094,-68.121262,San Jorge,95000.0,2,Venta,2000.0,muy bajo
0,2.0,0,3.0,114,1,-16.509991,-68.086075,Irpavi,105000.0,2,Venta,2015.0,moderado
0,3.0,0,3.0,125,1,-16.522095,-68.104874,Alto Obrajes,125000.0,2,Venta,2004.0,moderado
0,4.0,0,3.0,102,1,-16.539579,-68.086075,Calacoto,160000.0,1,Venta,2018.0,bajo
0,4.0,0,4.0,150,0,-16.513454,-68.130424,Sopocachi,150000.0,2,Venta,,moderado
0,2.0,0,2.0,85,1,-16.542961,-68.057343,Cota Cota,103000.0,2,Venta,,moderado
0,2.0,0,2.0,85,1,-16.542961,-68.057343,Cota Cota,103000.0,2,Venta,,moderado
0,3.0,0,3.0,166,0,-16.540075,-68.084633,Calacoto,145000.0,2,Venta,,bajo
0,4.0,0,3.0,180,1,-16.52944,-68.068436,Achumani,220000.0,2,Venta,,alto
0,3.0,0,3.0,166,0,-16.540526999999997,-68.084808,Calacoto,145000.0,2,Venta,,bajo
0,3.0,0,3.0,118,1,-16.508207000000002,-68.084099,Irpavi,125000.0,2,Venta,,moderado
0,2.0,0,3.0,100,1,-16.538504,-68.063713,Cota Cota,122000.0,2,Venta,,moderado
0,4.0,0,4.0,265,1,-16.50816,-68.125786,San Jorge,265000.0,2,Venta,,muy bajo
0,2.0,0,2.0,85,1,-16.542961,-68.057343,Cota Cota,103000.0,2,Venta,,moderado
0,5.0,0,3.0,150,1,-16.541523,-68.074394,Los Pinos,185000.0,2,Venta,2017.0,moderado
0,4.0,0,4.0,210,1,-16.52969,-68.078445,Koani,165000.0,2,Venta,,bajo
0,3.0,0,3.0,182,1,-16.527815,-68.069443,Achumani,220000.0,1,Venta,,alto
0,4.0,0,3.0,143,1,-16.523317000000002,-68.05722,Achumani,145000.0,2,Venta,,alto
0,3.0,0,3.0,130,1,-16.518745000000003,-68.05860899999999,Achumani,55000.0,1,Venta,2018.0,alto
0,4.0,0,3.0,126,1,-16.539673,-68.09356700000001,Bella Vista,122000.0,2,Venta,,moderado
0,3.0,1,3.0,150,1,-16.508562,-68.050499,Achumani,110000.0,2,Venta,,alto
0,4.0,0,3.0,126,1,-16.539673,-68.09356700000001,Bella Vista,122000.0,2,Venta,,moderado
0,5.0,0,3.0,300,3,-16.540401,-68.084785,Calacoto,530000.0,1,Venta,,bajo
0,3.0,1,3.0,150,1,-16.508562,-68.050499,Achumani,110000.0,2,Venta,,alto
0,2.0,0,2.0,148,1,-16.540229999999998,-68.069641,Cota Cota,129000.0,2,Venta,,moderado
0,4.0,0,3.0,211,0,-16.520077,-68.061287,Achumani,150000.0,2,Venta,,alto
0,5.0,0,4.0,231,0,-16.510510999999997,-68.127464,Sopocachi,239000.0,2,Venta,,moderado
0,3.0,1,3.0,183,2,-16.540758,-68.063416,Cota Cota,159000.0,2,Venta,,moderado
0,5.0,0,3.0,320,2,-16.545362,-68.058052,El Pedregal,330000.0,1,Venta,,alto
0,3.0,0,3.0,135,1,-16.511341,-68.050804,Achumani,132000.0,2,Venta,,alto
0,3.0,0,3.0,172,3,-16.542589000000003,-68.065712,Cota Cota,156000.0,2,Venta,,moderado
0,4.0,1,3.0,220,1,-16.518885,-68.063911,Achumani,168000.0,2,Venta,,alto
0,3.0,1,3.0,160,0,-16.490191,-68.124565,Miraflores,140000.0,1,Venta,,muy bajo
0,3.0,1,4.0,235,1,-16.522516,-68.057182,Achumani,177000.0,1,Venta,2017.0,alto
0,3.0,1,3.0,150,1,-16.522648,-68.05365,Achumani,125000.0,1,Venta,2017.0,alto
0,3.0,1,3.0,150,1,-16.52092,-68.053177,Achumani,80000.0,1,Venta,,alto
0,4.0,0,8.0,240,0,-16.494408,-68.138535,Centro,225000.0,2,Venta,,bajo
0,3.0,0,3.0,187,0,-16.545807,-68.067513,Auquisamaña,224000.0,2,Venta,,bajo
0,3.0,0,3.0,166,0,-16.545807,-68.067513,Auquisamaña,184000.0,2,Venta,,bajo
0,6.0,0,4.0,338,2,-16.53743,-68.07339499999999,Calacoto,350000.0,2,Venta,,bajo
0,3.0,1,4.0,284,0,-16.509462,-68.12812,Sopocachi,250000.0,2,Venta,,moderado
0,3.0,0,3.0,300,1,-16.544516,-68.072548,Los Pinos,180000.0,2,Venta,,moderado
0,3.0,0,3.0,551,2,-16.540077,-68.080658,Calacoto,680000.0,2,Venta,,bajo
0,5.0,1,3.0,206,2,-16.544453,-68.07309000000001,Los Pinos,250000.0,1,Venta,2016.0,moderado
0,4.0,0,3.0,265,2,-16.539675,-68.081726,Calacoto,1500.0,2,Alquiler,,bajo
0,4.0,1,3.0,135,1,-16.506157,-68.081322,Irpavi,105000.0,1,Venta,2018.0,moderado
0,4.0,0,3.0,130,1,-16.51182,-68.05589300000001,Achumani,500.0,1,Alquiler,,alto
0,3.0,0,3.0,139,0,-16.511221,-68.13239300000001,Sopocachi,500.0,1,Alquiler,2018.0,moderado
0,5.0,0,4.0,160,1,-16.544249,-68.07807199999999,San Miguel,1100.0,2,Alquiler,2010.0,bajo
0,4.0,0,3.0,253,1,-16.542624,-68.085686,Calacoto,800.0,1,Alquiler,2018.0,bajo
0,3.0,0,4.0,110,1,-16.523081,-68.08764599999999,Irpavi,530.0,2,Alquiler,,moderado
0,4.0,0,3.0,199,1,-16.543159,-68.091049,Calacoto,1000.0,2,Alquiler,2010.0,bajo
0,5.0,0,3.0,195,1,-16.543570000000003,-68.076973,Calacoto,1300.0,2,Alquiler,2013.0,bajo
0,6.0,0,4.0,310,0,-16.539661,-68.08285500000001,Calacoto,2300.0,2,Alquiler,2014.0,bajo
0,3.0,0,3.0,109,1,-16.518593,-68.08671600000001,Irpavi,549.9276410998552,2,Alquiler,,moderado
0,3.0,0,3.0,166,0,-16.545807,-68.067513,Auquisamaña,184000.0,2,Venta,,bajo
0,1.0,0,2.0,450,1,-16.50049,-68.120941,Miraflores,459000.0,2,Alquiler,2018.0,muy bajo
0,2.0,0,3.0,160,2,-16.516829,-68.06210300000001,Achumani,138000.0,1,Venta,,alto
0,3.0,0,3.0,187,0,-16.545807,-68.067513,Auquisamaña,224000.0,2,Venta,,bajo
1,3.0,1,4.0,220,1,-16.54298,-68.085014,Calacoto,290000.0,2,Venta,,bajo
0,3.0,0,3.0,228,0,-16.545807,-68.067513,Auquisamaña,289000.0,2,Venta,,bajo
0,4.0,0,3.0,145,2,-16.53347,-68.07135799999999,Achumani,1300.0,2,Alquiler,,alto
0,2.0,1,3.0,160,1,-16.543589,-68.06691,Los Pinos,145000.0,2,Venta,,moderado
0,1.0,0,1.0,50,0,-16.518145,-68.085876,Irpavi,54000.0,1,Venta,2017.0,moderado
0,3.0,0,3.0,205,1,-16.519604,-68.08626600000001,Irpavi,168000.0,2,Venta,,moderado
0,4.0,0,3.0,238,1,-16.536278,-68.091301,Irpavi,238000.0,2,Venta,,moderado
0,3.0,0,3.0,120,1,-16.542141,-68.063683,Cota Cota,118000.0,2,Venta,2005.0,moderado
0,3.0,0,8.0,229,0,-16.510761,-68.127495,Sopocachi,440000.0,1,Venta,,moderado
0,3.0,0,3.0,190,0,-16.480074,-68.121086,Villa Fatima,150000.0,1,Venta,,bajo
0,2.0,0,1.0,64,0,-16.518328,-68.062187,Achumani,84000.0,2,Venta,,alto
0,4.0,1,3.0,160,1,-16.546633,-68.077934,Auquisamaña,168000.0,2,Venta,,bajo
0,4.0,1,3.0,230,1,-16.520695,-68.087074,Irpavi,189000.0,2,Venta,,moderado
0,3.0,1,3.0,187,1,-16.542425,-68.08174100000001,Calacoto,230000.0,2,Venta,,bajo
0,4.0,1,3.0,150,1,-16.530594,-68.083618,Irpavi,152000.0,2,Venta,,moderado
0,1.0,0,3.0,280,1,-16.47839,-68.122047,Villa Fatima,950000.0,1,Venta,,bajo
0,2.0,0,3.0,97,0,-16.496172,-68.121223,Miraflores,105000.0,2,Venta,,muy bajo
0,2.0,0,3.0,185,1,-16.515493,-68.131653,Sopocachi,165000.0,2,Venta,,moderado
0,2.0,0,3.0,185,1,-16.515493,-68.131653,Sopocachi,165000.0,2,Venta,,moderado
0,3.0,0,3.0,176,2,-16.530178,-68.056488,Achumani,118000.0,2,Venta,,alto
0,6.0,0,4.0,338,2,-16.53743,-68.07339499999999,Calacoto,350000.0,2,Venta,,bajo
0,5.0,0,4.0,270,2,-16.489689000000002,-68.119293,Miraflores,197000.0,2,Venta,,muy bajo
0,3.0,0,3.0,136,2,-16.524182999999997,-68.08426700000001,Irpavi,130000.0,2,Venta,,moderado
0,3.0,1,4.0,168,1,-16.524573999999998,-68.05584,Achumani,125000.0,2,Venta,,alto
0,2.0,0,2.0,98,0,-16.507498000000002,-68.126442,Sopocachi,123000.0,2,Venta,,moderado
0,3.0,0,3.0,144,2,-16.528448,-68.083511,Irpavi,125000.0,2,Venta,2008.0,moderado
0,3.0,0,4.0,152,1,-16.50992,-68.057526,Achumani,98000.0,2,Venta,,alto
0,2.0,0,3.0,87,0,-16.510761,-68.127495,Sopocachi,85000.0,2,Venta,,moderado
0,3.0,0,3.0,144,1,-16.522382999999998,-68.053108,Achumani,110000.0,2,Venta,,alto
0,2.0,1,2.0,91,1,-16.543787,-68.066109,Los Pinos,97000.0,2,Venta,,moderado
0,3.0,1,3.0,178,1,-16.544792,-68.067665,Los Pinos,150000.0,2,Venta,,moderado
0,3.0,0,3.0,108,1,-16.540903,-68.063438,Cota Cota,110000.0,2,Venta,,moderado
0,4.0,1,3.0,245,1,-16.540894,-68.063416,Cota Cota,200000.0,2,Venta,,moderado
0,1.0,0,3.0,80,0,-16.504726,-68.116188,Miraflores,85000.0,2,Venta,2005.0,muy bajo
0,2.0,0,2.0,135,1,-16.510288,-68.123245,Sopocachi,125000.0,2,Venta,,moderado
0,3.0,1,3.0,160,1,-16.541595,-68.08210799999999,Cota Cota,180000.0,2,Venta,,moderado
0,3.0,0,3.0,170,2,-16.489689000000002,-68.119293,Miraflores,144000.0,2,Venta,,muy bajo
0,2.0,1,2.0,75,1,-16.539709,-68.090813,Calacoto,109000.0,2,Venta,,bajo
0,2.0,1,2.0,78,1,-16.505129,-68.13183599999999,Sopocachi,115000.0,2,Venta,,moderado
0,3.0,1,3.0,142,1,-16.515009,-68.06255300000001,Achumani,147000.0,2,Venta,,alto
0,3.0,0,3.0,150,1,-16.508364,-68.049164,Achumani,120000.0,2,Venta,,alto
0,1.0,0,1.0,45,0,-16.522160999999997,-68.113617,Obrajes,65000.0,2,Venta,,bajo
0,3.0,0,3.0,170,2,-16.489689000000002,-68.119293,Miraflores,144000.0,1,Venta,,muy bajo
0,2.0,0,2.0,85,0,-16.530333,-68.08296999999999,Irpavi,94000.0,1,Venta,,moderado
0,2.0,0,2.0,110,1,-16.518847,-68.06443,Achumani,112000.0,2,Venta,,alto
0,3.0,0,3.0,133,1,-16.505714,-68.129471,Sopocachi,133000.0,2,Venta,,moderado
0,3.0,0,5.0,172,1,-16.545212,-68.072563,Los Pinos,165000.0,2,Venta,,moderado
0,3.0,1,3.0,153,1,-16.510618,-68.085762,Irpavi,120000.0,1,Venta,,moderado
0,3.0,1,3.0,220,1,-16.517694,-68.06302600000001,Achumani,168000.0,2,Venta,,alto
0,3.0,1,3.0,143,1,-16.528461,-68.07124300000001,Achumani,159000.0,1,Venta,2018.0,alto
0,3.0,0,3.0,230,1,-16.520346,-68.086555,Irpavi,177000.0,2,Venta,,moderado
0,3.0,0,3.0,130,0,-16.527433,-68.083572,Irpavi,145000.0,1,Venta,2017.0,moderado
0,3.0,0,3.0,230,1,-16.520346,-68.086555,Irpavi,177000.0,2,Venta,,moderado
0,5.0,1,3.0,352,2,-16.548161,-68.07688900000001,Auquisamaña,490000.0,2,Venta,2001.0,bajo
0,3.0,0,3.0,151,1,-16.539194000000002,-68.076195,Los Pinos,240000.0,2,Venta,,moderado
0,3.0,0,3.0,163,0,-16.529985,-68.104958,Obrajes,170000.0,2,Venta,,bajo
0,4.0,0,3.0,170,2,-16.520044,-68.06510899999999,Achumani,150000.0,2,Venta,,alto
0,3.0,1,3.0,210,2,-16.546637,-68.070915,Auquisamaña,174000.0,2,Venta,,bajo
0,3.0,0,3.0,163,0,-16.529985,-68.104958,Obrajes,170000.0,2,Venta,,bajo
0,4.0,0,3.0,400,3,-16.489689000000002,-68.119293,Miraflores,432000.0,2,Venta,,muy bajo
0,2.0,1,2.0,112,1,-16.495184,-68.121948,Miraflores,125000.0,2,Venta,,muy bajo
0,3.0,0,3.0,170,1,-16.518938000000002,-68.058426,Achumani,160000.0,2,Venta,,alto
0,3.0,0,3.0,202,2,-16.522909,-68.056793,Achumani,180000.0,2,Venta,,alto
0,4.0,0,3.0,400,3,-16.489689000000002,-68.119293,Miraflores,432000.0,2,Venta,,muy bajo
0,1.0,0,3.0,162,1,-16.530239,-68.067627,Achumani,190000.0,2,Venta,,alto
0,3.0,0,3.0,180,0,-16.522392,-68.06414000000001,Achumani,196000.0,2,Venta,,alto
0,3.0,0,3.0,180,0,-16.522392,-68.06414000000001,Achumani,196000.0,2,Venta,,alto
0,5.0,1,3.0,147,2,-16.50828,-68.052254,Achumani,130000.0,2,Venta,2014.0,alto
0,4.0,0,4.0,210,1,-16.521778,-68.058403,Achumani,199000.0,2,Venta,,alto
0,1.0,0,3.0,162,1,-16.530239,-68.067627,Achumani,190000.0,2,Venta,,alto
0,1.0,0,1.0,60,0,-16.542604,-68.078056,San Miguel,95000.0,2,Venta,,bajo
0,1.0,0,1.0,60,0,-16.542604,-68.078056,San Miguel,95000.0,2,Venta,,bajo
0,1.0,1,1.0,68,0,-16.54298,-68.085014,Calacoto,95413.0,2,Venta,,bajo
0,5.0,0,3.0,280,2,-16.526789,-68.06796999999999,Achumani,280000.0,1,Venta,2018.0,alto
0,1.0,0,1.0,58,0,-16.54298,-68.085014,Calacoto,87455.0,2,Venta,,bajo
0,1.0,0,1.0,58,0,-16.54298,-68.085014,Calacoto,80650.0,2,Venta,,bajo
0,1.0,0,1.0,58,0,-16.54298,-68.085014,Calacoto,87455.0,2,Venta,,bajo
0,3.0,0,3.0,128,0,-16.54298,-68.085014,Calacoto,182360.0,2,Venta,,bajo
0,2.0,0,2.0,99,0,-16.539984,-68.08651,Calacoto,140650.0,2,Venta,,bajo
0,1.0,1,1.0,68,0,-16.54298,-68.085014,Calacoto,95413.0,2,Venta,,bajo
